qid_doc,qid,docno,OkapiTF,TFIDF,BM25,Laplace,JelinekMercer,ES_Builtin,label
52-1035,52,1035,5.251931,6.951849,18.762523,-182.63524,-142.691156,18.782608,0
52-924,52,924,5.191653,3.984152,11.017199,-184.981706,-135.960157,10.862733,0
52-888,52,888,5.169078,7.648444,20.113645,0.0,-134.528072,20.174923,0
52-601,52,601,5.071877,3.496402,10.106214,-183.645965,-136.667643,10.238193,0
52-749,52,749,5.005849,2.845213,0.0,-185.622703,-149.127258,0.0,0
52-683,52,683,4.992412,3.63985,10.492959,-183.467809,-137.35393,10.674249,0
52-428,52,428,4.931506,6.860007,20.089186,0.0,-129.824006,20.559446,0
52-987,52,987,4.899567,3.117408,8.527655,-183.902783,-143.781667,8.542076,0
52-13,52,13,4.865731,3.467281,9.407607,0.0,-143.196939,9.45341,0
52-827,52,827,4.860284,2.986931,8.709919,-182.327227,-137.951389,8.855255,0
52-1294,52,1294,4.8579,3.408631,8.968898,-185.519669,0.0,9.040039,0
52-680,52,680,4.849395,5.034907,13.734571,0.0,-143.133542,13.942573,0
52-202,52,202,4.845365,3.815405,10.573533,-183.686806,-138.089593,10.901096,0
52-97,52,97,4.835579,0.0,0.0,-185.007813,-144.371481,7.844853,0
52-363,52,363,4.826735,0.0,0.0,-184.078631,0.0,0.0,0
52-658,52,658,4.82132,3.466551,9.786471,-184.099687,-144.110225,9.849271,0
52-1202,52,1202,4.789652,2.968226,8.420356,-183.669936,-144.434488,8.610646,0
52-251,52,251,4.776751,3.790133,10.259278,0.0,-142.604417,10.302416,0
52-14,52,14,4.768736,3.066003,8.547231,-182.825857,-145.152066,8.545634,0
52-739,52,739,4.760772,3.139375,8.85485,-183.125103,-144.776037,9.040112,0
52-207,52,207,4.751684,3.880465,10.922388,-185.744557,-144.444095,11.222375,0
52-147,52,147,4.749192,4.590359,12.606016,0.0,-137.682388,12.743328,0
52-801,52,801,4.720354,0.0,0.0,-184.938529,0.0,0.0,0
52-247,52,247,4.716347,4.445642,12.052896,-185.636314,-137.369559,12.064864,0
52-1178,52,1178,4.714958,7.469664,18.87049,0.0,-143.692562,18.814249,0
52-1328,52,1328,4.706139,0.0,0.0,-184.922696,0.0,0.0,0
52-916,52,916,4.697944,4.096122,11.518323,0.0,-137.899035,11.777622,0
52-1333,52,1333,4.694974,2.88737,0.0,-184.792596,0.0,0.0,0
52-219,52,219,4.694604,0.0,0.0,-185.214574,-144.447424,0.0,0
52-341,52,341,4.675998,3.020113,8.355987,-184.327869,0.0,8.449747,0
52-1339,52,1339,4.673881,3.388266,9.003048,-185.963957,-145.042813,8.95727,0
52-415,52,415,4.667185,3.793766,9.779424,0.0,-150.34103,9.782832,0
52-1342,52,1342,4.663147,0.0,0.0,-183.718568,-144.924038,0.0,0
52-308,52,308,4.657929,3.53238,10.022642,0.0,-144.155931,10.007195,0
52-928,52,928,4.657429,0.0,7.830209,-181.892122,-139.338228,0.0,0
52-246,52,246,4.656611,2.984861,8.202144,0.0,-144.066146,8.431741,0
52-752,52,752,4.649748,4.823084,13.063072,0.0,-143.368618,13.035727,0
52-563,52,563,4.63769,0.0,0.0,-183.848589,0.0,0.0,0
52-404,52,404,4.632749,3.630613,10.227095,0.0,-144.17466,10.365881,0
52-433,52,433,4.626828,0.0,0.0,-182.378946,-145.49875,0.0,0
52-229,52,229,4.617616,3.28138,8.675165,-185.346561,-145.082639,8.794412,0
52-1108,52,1108,4.607491,0.0,0.0,-184.51395,0.0,0.0,0
52-459,52,459,4.606702,2.945676,8.832014,-184.455987,-138.722484,8.84409,0
52-614,52,614,4.597167,4.335958,12.370156,-185.951146,-138.299978,12.497546,0
52-613,52,613,4.579187,4.616954,12.497102,0.0,-144.255031,12.475547,0
52-1129,52,1129,4.565768,6.769817,17.053456,0.0,0.0,17.05812,0
52-1265,52,1265,4.563703,0.0,0.0,0.0,0.0,0.0,0
52-94,52,94,4.553271,2.830581,8.57529,-181.609073,-139.924892,8.595255,0
52-593,52,593,4.542177,3.239631,8.937036,0.0,-145.010622,9.006279,0
52-1220,52,1220,4.541459,0.0,0.0,-185.635259,-145.105804,0.0,0
52-135,52,135,4.536515,3.623846,10.631983,0.0,-138.373821,10.670759,0
52-470,52,470,4.53506,3.567111,9.421774,0.0,0.0,9.51307,0
52-1137,52,1137,4.521517,0.0,0.0,-185.454746,-145.544904,0.0,0
52-99,52,99,4.520468,0.0,0.0,-184.087688,0.0,0.0,0
52-1136,52,1136,4.513064,3.428623,9.380823,0.0,-145.056852,9.463794,0
52-1259,52,1259,4.506785,0.0,0.0,0.0,0.0,0.0,0
52-833,52,833,4.482943,5.623332,14.71681,0.0,0.0,14.760638,0
52-1363,52,1363,4.482825,2.875996,0.0,0.0,0.0,0.0,0
52-654,52,654,4.475033,0.0,0.0,0.0,0.0,0.0,0
52-967,52,967,4.454401,0.0,0.0,0.0,0.0,0.0,0
52-1112,52,1112,4.448622,0.0,0.0,0.0,-145.016561,0.0,0
52-521,52,521,4.447535,3.821721,11.212745,0.0,-138.373225,11.447162,0
52-115,52,115,4.446897,0.0,7.87771,0.0,-145.345181,8.092172,0
52-36,52,36,4.443016,3.967509,11.181048,0.0,-138.634107,11.208342,0
52-1280,52,1280,4.442862,0.0,0.0,-185.229043,0.0,0.0,0
52-292,52,292,4.435698,0.0,0.0,-185.378431,0.0,0.0,0
52-1154,52,1154,4.434549,2.983168,8.634886,-185.483598,-145.729219,8.783257,0
52-131,52,131,4.432774,0.0,0.0,-183.160213,-145.951106,0.0,0
52-249,52,249,4.429202,0.0,0.0,0.0,-145.034259,0.0,0
52-1355,52,1355,4.428954,0.0,7.994118,0.0,-145.650483,8.008277,0
52-547,52,547,4.425506,3.104349,8.709217,0.0,-144.571945,8.754886,0
52-1383,52,1383,4.419974,0.0,0.0,-185.431102,0.0,0.0,0
52-579,52,579,4.415292,0.0,0.0,-185.767304,0.0,0.0,0
52-192,52,192,4.41015,3.089305,8.566758,-185.806048,-145.254312,8.754099,0
52-825,52,825,4.392597,0.0,0.0,-186.016154,0.0,0.0,0
52-723,52,723,4.392304,0.0,0.0,0.0,0.0,0.0,0
52-596,52,596,4.3836,0.0,0.0,0.0,0.0,0.0,0
52-211,52,211,4.383302,0.0,0.0,0.0,0.0,0.0,0
52-1387,52,1387,4.364466,0.0,0.0,-185.639802,0.0,0.0,0
52-974,52,974,4.361893,0.0,0.0,-185.914391,0.0,0.0,0
52-820,52,820,4.360846,0.0,0.0,-185.484706,0.0,0.0,0
52-588,52,588,4.360664,3.591844,9.881786,-185.452952,-146.459701,9.953289,0
52-962,52,962,4.356077,0.0,8.002523,-183.155679,-140.804705,8.234719,0
52-25,52,25,4.34801,0.0,0.0,-183.87742,-147.199573,0.0,0
52-1070,52,1070,4.344137,6.368079,17.011489,0.0,-144.983782,17.264557,0
52-1054,52,1054,4.343015,0.0,0.0,0.0,0.0,0.0,0
52-627,52,627,4.342175,0.0,0.0,0.0,-145.165296,0.0,0
52-357,52,357,4.334694,0.0,0.0,0.0,0.0,0.0,0
52-1375,52,1375,4.333976,0.0,0.0,-184.258094,0.0,0.0,0
52-390,52,390,4.326588,0.0,0.0,0.0,0.0,0.0,0
52-146,52,146,4.318799,0.0,0.0,-186.017923,-146.293611,0.0,0
52-792,52,792,4.317267,3.500254,10.168998,-183.045037,-140.886257,10.461761,0
52-1246,52,1246,4.312537,0.0,0.0,-185.330875,0.0,0.0,0
53-251,53,251,4.211011,5.882639,16.145452,-115.128915,-70.135485,16.232021,0
53-470,53,470,3.615933,3.241229,8.411597,-114.906943,-86.365042,8.483778,0
53-521,53,521,3.581189,3.579303,10.00631,-115.264708,-80.424697,10.175062,0
53-367,53,367,3.567047,3.83354,9.986859,-115.647073,-86.478288,9.903732,0
53-28,53,28,3.542786,4.012058,11.429455,-114.831799,-80.576935,11.662596,0
53-677,53,677,3.508862,3.626759,10.283341,-112.919359,-81.288917,10.489152,0
53-758,53,758,3.499484,3.489678,9.673098,-115.678733,-80.298998,9.681884,0
53-247,53,247,3.484972,3.418399,8.927718,-113.890708,-87.387102,8.933126,0
53-921,53,921,3.375323,3.115911,8.320016,-114.913497,-88.124785,8.331456,0
53-250,53,250,3.374653,3.333248,8.38991,0.0,-86.86309,8.445394,0
53-1075,53,1075,3.351673,3.143883,8.373069,-114.304684,-88.460799,8.333698,0
53-503,53,503,3.312713,3.494489,10.089815,0.0,-80.851661,10.09442,0
53-433,53,433,3.297471,2.98939,8.524802,-112.132332,-82.36791,8.507377,0
53-442,53,442,3.217537,2.573663,6.928815,-114.329508,-88.749175,6.949681,0
53-760,53,760,3.215493,2.533215,6.926571,-115.521784,-88.686055,7.017538,0
53-27,53,27,3.209823,2.781858,7.676204,-116.010373,-88.392365,7.787593,0
53-204,53,204,3.20859,3.1382,8.50564,-114.755579,-88.54089,8.525532,0
53-313,53,313,3.204151,2.48096,6.808125,0.0,-87.654101,6.876642,0
53-547,53,547,3.190914,2.55159,6.951267,0.0,-88.346004,6.982546,0
53-432,53,432,3.18164,2.860599,8.246588,-114.95441,-82.391695,8.309911,0
53-826,53,826,3.17993,2.312739,6.538321,-112.954288,-89.243898,6.59589,0
53-390,53,390,3.178554,2.480286,6.79207,0.0,-88.519541,6.843125,0
53-674,53,674,3.164414,3.958271,11.009708,0.0,-82.146327,11.073934,0
53-1202,53,1202,3.162532,2.779122,8.155201,-113.977633,-82.752216,8.375032,0
53-675,53,675,3.162224,3.422082,9.852367,-114.293498,-82.81824,9.82804,0
53-627,53,627,3.161902,2.335261,6.561007,0.0,-88.601047,6.588583,0
53-712,53,712,3.161493,3.07695,8.388179,-113.922651,-89.425542,8.338878,0
53-1362,53,1362,3.16034,3.802292,10.336784,0.0,-88.92372,10.338714,0
53-1124,53,1124,3.156106,2.71977,7.238029,0.0,-88.34318,7.382348,0
53-633,53,633,3.153681,3.031119,8.404504,0.0,-87.988809,8.366721,0
53-698,53,698,3.145224,2.564953,7.672743,-115.588258,-81.82634,7.99211,0
53-683,53,683,3.132821,2.93779,8.652083,-114.363438,-83.156394,8.819216,0
53-445,53,445,3.096746,2.337781,6.053134,0.0,-94.961078,6.019564,0
53-744,53,744,3.093458,2.863701,7.634395,0.0,-88.952576,7.66144,0
53-893,53,893,3.092629,3.719624,10.363297,0.0,-88.858975,10.418035,0
53-227,53,227,3.087259,2.521594,6.305233,-115.658824,0.0,6.324478,0
53-1015,53,1015,3.086084,2.363543,6.560925,0.0,-89.155516,6.618482,0
53-134,53,134,3.080407,2.513213,7.16536,-115.40265,-89.498139,7.31975,0
53-1360,53,1360,3.073233,2.534631,6.922477,0.0,-89.275798,7.005744,0
53-985,53,985,3.062735,2.566609,6.87475,0.0,-89.322497,6.925325,0
53-1012,53,1012,3.062468,0.0,6.087988,0.0,-89.147583,6.143107,0
53-451,53,451,3.049056,2.77915,6.88654,0.0,0.0,6.889091,0
53-246,53,246,3.044801,2.346244,6.459123,-115.881806,-89.153033,6.645297,0
53-739,53,739,3.0407,2.883474,8.568148,-113.914427,-83.464213,8.797871,0
53-676,53,676,3.02304,2.442849,6.170937,0.0,0.0,6.191364,0
53-36,53,36,3.018779,3.837756,11.014626,0.0,-83.070535,11.050547,0
53-1051,53,1051,3.016143,2.336928,6.47431,-115.539065,-89.83844,6.503219,0
53-923,53,923,3.009379,0.0,0.0,0.0,-89.428873,0.0,0
53-820,53,820,2.988061,0.0,0.0,-114.653865,0.0,0.0,0
53-967,53,967,2.984381,2.933059,8.133356,0.0,-89.702453,8.252524,0
53-13,53,13,2.983514,2.884009,7.958789,0.0,-89.502654,8.006665,0
53-1343,53,1343,2.980569,2.265173,6.27716,-114.535706,-89.966593,6.281195,0
53-202,53,202,2.979811,0.0,0.0,-114.577618,-90.396907,0.0,0
53-415,53,415,2.978203,3.127951,8.004344,0.0,0.0,8.009709,0
53-801,53,801,2.976466,0.0,0.0,-114.984222,0.0,0.0,0
53-919,53,919,2.973698,2.328691,5.960927,0.0,0.0,6.040604,0
53-1071,53,1071,2.968884,0.0,6.189098,0.0,-88.894326,6.277049,0
53-230,53,230,2.967075,2.359412,6.383316,-115.239364,-89.929123,6.357629,0
53-1329,53,1329,2.960146,2.23412,0.0,-115.645982,0.0,0.0,0
53-360,53,360,2.956536,2.45935,7.126514,0.0,-89.542604,7.190948,0
53-455,53,455,2.936634,0.0,0.0,-115.848614,0.0,0.0,0
53-1289,53,1289,2.928916,0.0,6.018713,-115.487516,-90.4755,6.124757,0
53-811,53,811,2.926236,0.0,0.0,-114.324644,-90.442048,0.0,0
53-724,53,724,2.923456,2.488338,6.36794,0.0,0.0,6.408955,0
53-14,53,14,2.922677,0.0,0.0,-114.084046,-90.867538,0.0,0
53-1294,53,1294,2.91123,2.950688,8.11527,0.0,-90.316048,8.206118,0
53-1131,53,1131,2.908074,2.386622,6.983358,0.0,-89.299245,7.049974,0
53-1342,53,1342,2.907406,2.479948,7.574392,-114.486242,-83.799903,7.803463,0
53-384,53,384,2.896346,2.55396,6.452849,0.0,0.0,6.302956,0
53-1048,53,1048,2.88947,3.465403,8.65158,0.0,0.0,8.653593,0
53-600,53,600,2.885089,2.187894,6.109723,0.0,-90.27146,6.106412,0
53-229,53,229,2.877997,2.336773,0.0,-115.327062,0.0,0.0,0
53-640,53,640,2.874601,2.235604,0.0,-114.004594,0.0,0.0,0
53-1339,53,1339,2.874387,2.362312,6.390081,-116.009432,-90.727493,6.356746,0
53-924,53,924,2.858335,2.474863,7.010153,0.0,-90.544023,6.90342,0
53-1050,53,1050,2.856619,3.40178,8.476928,0.0,0.0,8.49316,0
53-1108,53,1108,2.856182,0.0,0.0,-115.081632,-90.604373,0.0,0
53-803,53,803,2.840647,0.0,0.0,0.0,-89.701821,0.0,0
53-981,53,981,2.83679,3.039442,8.825314,0.0,-89.932447,8.825376,0
53-183,53,183,2.832946,0.0,0.0,0.0,0.0,0.0,0
53-868,53,868,2.832655,2.246137,0.0,0.0,0.0,0.0,0
53-416,53,416,2.829209,2.299454,6.759525,-115.32795,-90.698184,6.794774,0
53-467,53,467,2.825518,0.0,0.0,0.0,0.0,0.0,0
53-232,53,232,2.824024,0.0,0.0,-115.239808,0.0,0.0,0
53-1333,53,1333,2.821703,0.0,0.0,-115.437782,0.0,0.0,0
53-1120,53,1120,2.819513,0.0,0.0,0.0,0.0,0.0,0
53-740,53,740,2.819281,0.0,0.0,-115.92249,0.0,0.0,0
53-1337,53,1337,2.816194,2.188502,0.0,-116.007292,0.0,0.0,0
53-373,53,373,2.806328,0.0,0.0,-114.637629,-91.005259,0.0,0
53-902,53,902,2.804514,0.0,0.0,-115.529025,0.0,0.0,0
53-1272,53,1272,2.799844,0.0,0.0,0.0,0.0,0.0,0
53-1031,53,1031,2.796678,2.271806,6.311066,0.0,0.0,6.409908,0
53-682,53,682,2.795339,2.34022,6.822315,0.0,-90.625576,6.821657,0
53-827,53,827,2.794037,0.0,0.0,-114.279024,-90.95685,0.0,0
53-680,53,680,2.790878,0.0,0.0,0.0,0.0,0.0,0
53-1068,53,1068,2.787544,3.018444,8.905968,0.0,-90.287694,9.101039,0
53-1023,53,1023,2.78079,2.214925,0.0,0.0,0.0,0.0,0
53-225,53,225,2.779105,0.0,0.0,-114.698428,0.0,0.0,0
53-593,53,593,2.773461,0.0,0.0,0.0,0.0,0.0,0
53-10,53,10,2.773266,0.0,0.0,0.0,0.0,0.0,0
54-420,54,420,8.333307,10.339907,26.596498,-213.967209,-141.988386,27.046207,0
54-211,54,211,7.830917,8.29319,22.242752,-213.718466,-138.8193,22.53808,0
54-465,54,465,7.681728,11.329609,29.465783,0.0,-144.401107,29.607462,0
54-514,54,514,7.560646,8.817953,23.925637,0.0,-138.520495,23.73009,0
54-146,54,146,7.509272,7.807857,22.263061,-213.862973,-140.321945,22.832067,0
54-901,54,901,7.477926,8.694466,23.290024,-218.309502,-145.528796,23.345432,0
54-601,54,601,7.349835,7.482505,21.034159,-214.207358,-141.142766,21.280392,0
54-222,54,222,7.318721,8.51664,23.304789,-215.171309,-147.022192,23.65965,0
54-612,54,612,7.280578,10.614652,27.548755,0.0,-153.253744,27.663301,0
54-797,54,797,7.065895,5.379498,14.830084,-211.935077,-149.158095,14.886908,0
54-464,54,464,7.023839,8.541453,23.159039,-217.718682,-148.531804,23.170633,0
54-792,54,792,6.974469,6.058746,17.849916,-210.895373,-144.020534,18.400778,0
54-1107,54,1107,6.963948,6.569468,17.870024,-215.375759,-155.456905,17.735733,0
54-600,54,600,6.799823,4.532035,12.104942,-217.165165,-162.672509,12.091841,0
54-147,54,147,6.763463,6.348647,16.781228,0.0,-156.612907,16.920557,0
54-513,54,513,6.732614,8.41454,23.461653,0.0,-148.611934,23.742378,0
54-675,54,675,6.729094,4.791244,13.090382,-215.430738,-157.192482,13.052653,0
54-683,54,683,6.707906,6.662999,18.33653,-214.977073,-150.811614,18.597088,0
54-682,54,682,6.676319,5.644983,16.352119,-217.865588,-149.901201,16.349928,0
54-304,54,304,6.610951,4.35077,12.317399,-215.027497,-157.504066,12.539792,0
54-1229,54,1229,6.582499,6.031745,17.135676,-215.319457,-151.147677,17.499414,0
54-39,54,39,6.566731,4.263878,11.876552,-218.708334,-156.221582,11.882515,0
54-1198,54,1198,6.564451,3.964442,10.753536,-214.840508,-163.618304,10.719525,0
54-227,54,227,6.555458,4.907187,13.49211,-218.874349,-156.683661,13.590422,0
54-900,54,900,6.526042,6.860783,17.836312,0.0,-162.14281,18.028614,0
54-902,54,902,6.505837,6.022,15.789564,-216.554277,-164.194346,15.962199,0
54-25,54,25,6.435481,4.242504,11.510663,-214.133637,-165.468334,11.523907,0
54-133,54,133,6.344402,0.0,0.0,-217.259791,-164.436453,0.0,0
54-435,54,435,6.342176,4.480104,13.169682,-218.67756,-158.425662,13.343589,0
54-749,54,749,6.289945,4.057493,11.021144,0.0,-164.189981,11.085878,0
54-652,54,652,6.283459,0.0,0.0,0.0,-169.636594,0.0,0
54-686,54,686,6.234697,6.046055,16.908407,-219.080642,-159.424697,16.933136,0
54-250,54,250,6.189289,7.97426,19.806935,0.0,-169.408773,19.926182,0
54-1386,54,1386,6.18602,0.0,0.0,-218.25213,-166.155912,0.0,0
54-352,54,352,6.173438,0.0,0.0,-218.164265,-172.251384,0.0,0
54-633,54,633,6.134399,3.971754,10.923006,0.0,-163.335566,10.867603,0
54-1248,54,1248,6.122349,5.60178,16.639429,-214.824742,-153.888876,16.637306,0
54-757,54,757,6.114204,4.735006,13.353619,-214.74877,-159.711795,13.52099,0
54-561,54,561,6.097096,6.008481,16.279151,-218.056699,-166.046836,16.500042,0
54-520,54,520,6.054592,3.639182,9.7475,-218.501735,-173.113531,9.737776,0
54-625,54,625,6.037935,3.745929,10.624424,-216.14704,-166.626855,10.705159,0
54-375,54,375,6.009081,0.0,0.0,-217.457617,-166.445126,0.0,0
54-332,54,332,6.008859,3.79264,10.489123,0.0,-165.885119,10.463415,0
54-1231,54,1231,5.981643,4.801147,13.427535,0.0,-159.567881,13.850226,0
54-1203,54,1203,5.97193,4.724113,13.270304,-218.634959,-166.139542,13.355363,0
54-798,54,798,5.966216,0.0,0.0,-209.964448,-155.559407,0.0,0
54-678,54,678,5.965006,3.786304,0.0,0.0,0.0,0.0,0
54-787,54,787,5.947898,5.832585,15.60936,0.0,-172.108487,15.771171,0
54-788,54,788,5.943272,4.521735,11.887341,-218.54889,-173.181626,11.842797,0
54-466,54,466,5.940318,0.0,9.795729,-217.673689,-166.220844,9.785511,0
54-334,54,334,5.927374,4.647822,12.755244,-217.376102,-166.079682,12.729617,0
54-105,54,105,5.917175,0.0,0.0,0.0,-166.028945,0.0,0
54-917,54,917,5.909825,3.681376,10.879951,-216.024156,-160.965782,11.452007,0
54-803,54,803,5.907559,4.906333,14.018478,0.0,-165.087893,14.178145,0
54-377,54,377,5.905486,0.0,0.0,0.0,-165.812281,0.0,0
54-288,54,288,5.877324,0.0,0.0,-218.882331,-172.791877,0.0,0
54-547,54,547,5.876951,3.653302,10.254394,0.0,-165.302485,10.306208,0
54-1342,54,1342,5.876509,3.497278,10.010811,-216.730369,-166.968577,10.23774,0
54-26,54,26,5.875189,3.976214,9.765106,0.0,0.0,9.725093,0
54-188,54,188,5.874155,0.0,0.0,0.0,-167.521688,0.0,0
54-1184,54,1184,5.873094,3.763673,11.101626,0.0,-160.492855,11.353936,0
54-545,54,545,5.856987,5.035911,14.254836,0.0,-165.770948,14.409263,0
54-423,54,423,5.856505,0.0,0.0,-216.273386,-167.063115,0.0,0
54-187,54,187,5.850169,0.0,0.0,-217.946491,-167.789034,0.0,0
54-58,54,58,5.84958,3.552065,0.0,0.0,0.0,9.602478,0
54-924,54,924,5.848743,5.14656,14.105622,0.0,-167.090822,13.919604,0
54-123,54,123,5.844918,0.0,0.0,-218.542949,-167.049489,0.0,0
54-1034,54,1034,5.829609,5.379688,14.384406,0.0,-173.221797,14.688254,0
54-525,54,525,5.82375,0.0,0.0,0.0,0.0,0.0,0
54-665,54,665,5.823553,0.0,0.0,0.0,0.0,0.0,0
54-179,54,179,5.822099,0.0,0.0,-218.447057,-167.839788,0.0,0
54-1221,54,1221,5.819,0.0,0.0,0.0,-172.863298,0.0,0
54-134,54,134,5.814257,0.0,0.0,0.0,-166.941675,0.0,0
54-324,54,324,5.795666,0.0,0.0,0.0,0.0,0.0,0
54-1234,54,1234,5.780219,4.405859,11.408195,0.0,-172.488793,11.451101,0
54-1309,54,1309,5.779784,0.0,0.0,-218.728651,0.0,0.0,0
54-247,54,247,5.77608,3.830513,10.360992,0.0,-166.56237,10.364867,0
54-197,54,197,5.774127,0.0,0.0,-217.314378,-167.556112,0.0,0
54-572,54,572,5.763392,3.476988,10.159338,-216.110533,-162.103495,10.253042,0
54-811,54,811,5.760273,3.452064,10.250289,-216.853223,-161.53548,10.462872,0
54-230,54,230,5.747767,0.0,0.0,-218.78023,0.0,0.0,0
54-96,54,96,5.739568,0.0,0.0,-216.886869,0.0,0.0,0
54-28,54,28,5.739066,0.0,0.0,0.0,-173.470926,0.0,0
54-690,54,690,5.733485,3.813612,10.188656,0.0,-172.230641,10.17003,0
54-1343,54,1343,5.72907,5.08526,13.818516,-217.644633,0.0,13.827229,0
54-189,54,189,5.728731,3.633381,9.996633,-216.494487,0.0,10.14642,0
54-125,54,125,5.712195,0.0,0.0,-218.828177,0.0,0.0,0
54-191,54,191,5.709059,3.896393,11.056954,0.0,-167.508955,11.411419,0
54-258,54,258,5.704712,0.0,0.0,0.0,0.0,0.0,0
54-1040,54,1040,5.698922,0.0,0.0,-213.520061,-162.659181,0.0,0
54-1074,54,1074,5.694624,0.0,0.0,0.0,-167.205461,0.0,0
54-1300,54,1300,5.690413,4.232559,12.006335,-217.671853,-168.243066,12.389689,0
54-308,54,308,5.685958,0.0,0.0,0.0,0.0,0.0,0
54-55,54,55,5.68222,0.0,0.0,0.0,0.0,0.0,0
54-627,54,627,5.681213,0.0,9.592742,0.0,-166.552105,9.638607,0
54-1304,54,1304,5.667101,0.0,9.467621,0.0,0.0,9.709618,0
54-569,54,569,5.662914,4.039626,11.198016,-218.741303,-168.261565,11.306176,0
54-707,54,707,5.654513,3.87362,10.590403,-219.015873,0.0,10.557392,0
54-680,54,680,5.65219,4.413238,12.812567,0.0,-166.721654,13.070283,0
54-173,54,173,5.651476,0.0,0.0,-217.105472,0.0,0.0,0
55-420,55,420,3.324266,4.47496,11.464814,-91.301304,-61.492873,11.654557,0
55-513,55,513,3.235512,5.517252,14.241887,-92.447058,-61.331424,14.350636,0
55-464,55,464,3.222085,4.196045,10.75446,-91.350676,-62.062232,10.754731,0
55-147,55,147,3.105742,4.467343,11.294621,-91.930171,-62.519906,11.363393,0
55-600,55,600,3.098817,3.924643,10.330139,-91.615158,-62.751734,10.327395,0
55-545,55,545,3.016593,3.801081,10.005258,-93.40388,-62.21008,10.079628,0
55-1112,55,1112,2.873035,3.154161,7.73269,-92.440092,-69.877695,7.747618,0
55-633,55,633,2.838393,4.620901,11.710239,-93.691627,-62.887042,11.677782,0
55-941,55,941,2.83543,3.092722,7.63793,-93.362961,-69.676552,7.642952,0
55-652,55,652,2.78509,2.551998,6.531329,-93.573327,-69.611497,6.596131,0
55-1210,55,1210,2.76605,2.625884,6.793659,-93.063697,-70.210833,6.893313,0
55-1197,55,1197,2.742877,4.14311,10.374115,-92.805058,-70.580436,10.421429,0
55-247,55,247,2.740786,4.10915,10.609366,-92.59602,-64.166605,10.617599,0
55-637,55,637,2.73111,2.781026,6.949257,-93.363672,-70.41812,6.934063,0
55-632,55,632,2.723532,2.730995,6.861755,-94.096349,-69.928079,6.893633,0
55-19,55,19,2.715744,3.206381,8.020705,-94.055236,-69.624397,8.10135,0
55-229,55,229,2.693346,4.098315,10.537977,-92.08668,-64.635188,10.662089,0
55-612,55,612,2.687828,2.756156,6.905983,-93.586687,-70.580782,6.923243,0
55-326,55,326,2.685671,2.826103,7.179826,0.0,-69.617819,7.151198,0
55-146,55,146,2.673763,3.215702,8.7406,-92.228276,-64.812151,8.917325,0
55-230,55,230,2.66121,3.949099,10.30235,-92.491596,-64.756003,10.273204,0
55-514,55,514,2.660755,3.099627,7.873654,-93.809604,-70.639828,7.827798,0
55-577,55,577,2.638717,2.693258,6.941043,0.0,-70.288828,6.97053,0
55-189,55,189,2.555943,2.312264,6.087708,-91.27956,-72.080571,6.158251,0
55-227,55,227,2.513239,2.658042,6.728654,-93.406013,-71.717015,6.75472,0
55-63,55,63,2.502414,2.478215,6.530734,-93.874983,-71.547971,6.501924,0
55-749,55,749,2.494547,2.392801,6.195731,-93.384844,-71.53616,6.223496,0
55-371,55,371,2.484927,2.605036,6.939383,-93.652453,-71.752797,7.018165,0
55-675,55,675,2.483708,2.241098,5.951172,-92.29027,-72.236018,0.0,0
55-601,55,601,2.467266,4.141393,11.603215,-92.780182,-59.127975,11.743026,0
55-217,55,217,2.440086,0.0,0.0,-94.097674,-71.611762,0.0,0
55-678,55,678,2.429756,2.656805,6.32595,-93.516663,0.0,6.360092,0
55-313,55,313,2.421931,0.0,0.0,0.0,-71.059697,0.0,0
55-388,55,388,2.421175,3.573306,9.61888,-93.69363,-72.076978,9.657764,0
55-1259,55,1259,2.391747,2.834326,7.17209,-93.758137,-72.171816,7.180261,0
55-918,55,918,2.388881,0.0,0.0,0.0,-71.771773,0.0,0
55-922,55,922,2.388644,2.665385,6.889287,0.0,-71.955249,6.920531,0
